Timestamp,Pais,Código de participante,Ud es:,1. Entregaría recomendaciones de higiene oral a pacientes adultos,3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?,4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?,6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?,7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?,"8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?",9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?,"10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?",13. La higiene oral juega un rol causal en muchas enfermedades orales.,14. La persona promedio de mi país tiene buena salud oral.,15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral.,16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos.,17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes.,18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes.,"19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo.",20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos.,21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico.,22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.
9/15/2014 0:59:42,Chile,22D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,pequeño,3 meses,Bass,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo
9/15/2014 1:17:32,Chile,13D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,Bass,Si,cabeza del cepillo ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
9/11/2014 16:28:20,Chile,107D,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,8 minutos,No,Si,manual,medio,3 meses,Bass,Si,tamaño arveja ,no recomendaría,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/14/2014 19:43:21,Chile,72E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3 meses,Bass,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
8/28/2014 20:31:39,Chile,32D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3-6 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/28/2014 21:24:57,Chile,85D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,recomendaría,ambos,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/28/2014 21:39:40,Chile,86D,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,manual,medio,no recomendaría,Bass modificada,Si,tamaño arveja ,ambos,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/28/2014 22:27:39,Chile,87D,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,cuando las cerdas estén abiertas,Bass modificada,Si,no recomendaría,hilo dental,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/28/2014 22:32:29,Chile,88D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/29/2014 15:16:16,Chile,90D,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,cuando las cerdas estén abiertas,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo
8/29/2014 15:28:02,Chile,91D,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,En desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/29/2014 15:54:14,Chile,100D,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/29/2014 15:58:10,Chile,101D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,no recomendaría,3 meses,Bass modificada,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/30/2014 11:37:02,Chile,154E,Estudiante,cuando usted sienta que es necesario,Si,10 minutos o más,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
8/30/2014 11:52:49,Chile,155E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,1-3 meses,Bass modificada,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/30/2014 12:50:09,Chile,124E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/1/2014 10:23:06,Chile,100E,Estudiante,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,5 minutos,Si,Si,manual,medio,3-6 meses,Bass modificada,Si,tamaño arveja ,ambos,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo
9/1/2014 10:31:11,Chile,96E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3-6 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,,De acuerdo
9/1/2014 12:39:42,Chile,146E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/1/2014 14:16:39,Chile,147E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,menos que tamaño arveja,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
9/1/2014 14:20:17,Chile,123E,Estudiante,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,8 minutos,No,Si,manual,pequeño,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 10:56:22,Chile,25E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
9/8/2014 10:59:12,Chile,70E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,medio,recomendaría,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/8/2014 11:07:05,Chile,69E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo
9/8/2014 11:09:04,Chile,21E,Estudiante,cuando usted sienta que es necesario,Si,1-2 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 11:11:35,Chile,68E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo
9/8/2014 11:25:51,Chile,67E,Estudiante,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,10 minutos o más,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
9/8/2014 11:38:56,Chile,27E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 11:55:33,Chile,127E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo
9/8/2014 12:15:15,Chile,191E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo
9/8/2014 12:21:42,Chile,131E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 12:26:58,Chile,132E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,pequeño,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 12:40:01,Chile,193E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
9/8/2014 12:45:48,Chile,194E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,,eléctrico,pequeño,3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 14:31:57,Chile,198E,Estudiante,cuando usted sienta que es necesario,Si,5 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,no recomendaría,ambos,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo
9/8/2014 14:36:12,Chile,199E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3 meses,Bass modificada,Si,menos que tamaño arveja,no recomendaría,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/8/2014 14:52:23,Chile,140E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 15:01:33,Chile,54E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,no recomendaría,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,,Muy de acuerdo,Muy de acuerdo,,Muy de acuerdo
9/8/2014 15:19:57,Chile,113D,Dentista,cuando usted sienta que es necesario,Si,8 minutos,No,Si,manual,medio,no recomendaría,Bass modificada,Si,no recomendaría,ambos,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 15:25:04,Chile,71D,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
9/8/2014 15:42:53,Chile,163E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,no recomendaría,1-3 meses,Bass modificada,Si,1/2 cabeza del cepillo,hilo dental,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 15:45:29,Chile,164E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,menos que tamaño arveja,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,,En desacuerdo,Muy de acuerdo,De acuerdo
9/8/2014 16:39:58,Chile,135E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,Bass modificada,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,,Muy de acuerdo
9/8/2014 16:47:11,Chile,145E,Estudiante,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,medio,3 meses,Bass modificada,,no recomendaría,hilo dental,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 18:49:39,Chile,161E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 19:06:25,Chile,158E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 19:10:32,Chile,105E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 19:14:23,Chile,159E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 19:25:47,Chile,156E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 20:46:33,Chile,167E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo
9/8/2014 20:49:34,Chile,101E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 22:00:52,Chile,151E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 22:13:41,Chile,205E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,medio,3 meses,Bass modificada,Si,no recomendaría,hilo dental,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
9/8/2014 22:16:41,Chile,202E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 23:04:30,Chile,187E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,Bass modificada,Si,menos que tamaño arveja,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 23:07:38,Chile,186E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,menos que tamaño arveja,ambos,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo
9/8/2014 23:10:43,Chile,185E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/8/2014 23:16:38,Chile,183E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3-6 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/9/2014 11:59:34,Chile,201E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo
9/9/2014 12:07:31,Chile,53E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,pequeño,1-3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/9/2014 12:22:14,Chile,59E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,medio,1-3 meses,Bass modificada,Si,tamaño arveja ,hilo dental,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo
9/9/2014 12:26:32,Chile,60E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,,Si,manual,medio,cuando las cerdas estén abiertas,Bass modificada,,menos que tamaño arveja,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
9/9/2014 12:29:14,Chile,61E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,medio,3 meses,Bass modificada,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
9/9/2014 12:32:07,Chile,62E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,manual,recomendaría,no recomendaría,Bass modificada,Si,tamaño arveja ,recomendaría,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
9/9/2014 12:37:21,Chile,64E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,pequeño,1-3 meses,Bass modificada,Si,"muy poco, poco",hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
9/9/2014 14:12:02,Chile,40E,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,cuando las cerdas estén abiertas,Bass modificada,Si,tamaño arveja ,recomendaría,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo
